,tweet_text,date,hashtags,link
152,"#M7Address #COVIDー19 #COVID19UG update His excellence Gen. YK #Museveni while reading out loud entities that contributed to the ""#COVID19UG National TaskForce."" ...Darling 200m - who is this darling? ""People of Power"" Kamwokya - 50 Bags of Posho",2020-04-08 18:35:08+00:00,#M7Address #COVID #COVID19UG #Museveni #COVID19UG,https://twitter.com/NansinguzaJ/status/1247956158918385664
153,"‘People’s power has contributed 50 bags of posho, thank you’- @KagutaMuseveni appreciates @HEBobiwine’s contribution to #COVID19UG response!",2020-04-08 18:34:07+00:00,#COVID19UG,https://twitter.com/NabaasaInnocent/status/1247955900993847296
154,"@KagutaMuseveni ""People's power thank you I can now see you are joining the people"" #COVID19 #COVID19UG #STAYSAFEUG @bbstvug @namyalogladys",2020-04-08 18:32:59+00:00,#COVID19 #COVID19UG #STAYSAFEUG,https://twitter.com/joekyabby1/status/1247955614875205634
155,Darling 200m. Who's this Darling? #COVID19UG,2020-04-08 18:29:30+00:00,#COVID19UG,https://twitter.com/demusbrian/status/1247954738630602755
156,The President makes a special appeal for donation of fleet to support the Heath Sector mobility for patients like pregnant women and any other health emergencies. At least 10 cars per district is the target #COVID19UG #STAYSAFEUG,2020-04-08 18:28:32+00:00,#COVID19UG #STAYSAFEUG,https://twitter.com/CSBAGUGANDA/status/1247954495910313984
157,President Museveni tells off UCU that wants to do exams during Coronavirus scare: You can't behave normal in abnormal situations... Lie low. #Sightupdates #StaySafeUg #COVID19UG,2020-04-08 18:26:11+00:00,#Sightupdates #StaySafeUg #COVID19UG,https://twitter.com/CampusSight/status/1247953905172054016
158,Happening Now; @JaneRuth_Aceng : We appeal for support from communities so that we identify the infections and remove them from the community. We are talking about life and death. #COVID19UG @DianaAtwine @MinofHealthUG #coronavirus,2020-04-08 18:25:34+00:00,#COVID19UG #coronavirus,https://twitter.com/STFUganda/status/1247953750674857985
159,"#COVID19UG Will not leave our health sector the same. If it does, we have a major problem.",2020-04-08 18:24:43+00:00,#COVID19UG,https://twitter.com/MadMudokolo/status/1247953537243451393
160,Jane Ruth Aceng: We as well appeal for support from communities so that we identify the infections and remove them from the community. We are talking about life and death. #COVID19UG #StaySafeUG #Sightupdates,2020-04-08 18:23:37+00:00,#COVID19UG #StaySafeUG #Sightupdates,https://twitter.com/CampusSight/status/1247953257441439749
161,A president whose government underfunds the health sector is wondering why health practitioners don't have enough protective equipment. Just wow. #COVID19UG #StayHomeSaveLives,2020-04-08 18:22:46+00:00,#COVID19UG #StayHomeSaveLives,https://twitter.com/iamgidudu/status/1247953043854954496
162,@KagutaMuseveni Safety and protection of health workers against infections while on duty should be a priority in the health sector even beyond COVID #COVID19UG #STAYSAFEUGANDA,2020-04-08 18:22:24+00:00,#COVID19UG #STAYSAFEUGANDA,https://twitter.com/CSBAGUGANDA/status/1247952953719341056
163,"@KagutaMuseveni ""The @MinofHealthUG should have a standard of protection for the medical workers,epidemic or no epidemic"" #COVID19 #COVID19UG #STAYSAFEUG @bbstvug @namyalogladys",2020-04-08 18:20:29+00:00,#COVID19 #COVID19UG #STAYSAFEUG,https://twitter.com/joekyabby1/status/1247952471181402113
164,"Say you are BORED, One More Time. #COVID19UG #StaySafeUG #Tonsebelela #StayHome",2020-04-08 18:19:53+00:00,#COVID19UG #StaySafeUG #Tonsebelela #StayHome #StayHome,https://twitter.com/MadMudokolo/status/1247952318055800833
165,"“Those who are saying you are bored at home, there is no boredom in the grave. Those who want to do business, there is no business in the grave. This is a serious issue, let us take it as such”- @KagutaMuseveni #COVID19UG",2020-04-08 18:18:33+00:00,#COVID19UG,https://twitter.com/MissMuhindo/status/1247951984080142338
166,"When the IGP checked the CCTV center, he saw a lot of Pickup trucks and Double Cabins that were carrying nothing. These cargo vehicles should not carry civilians. If we get you, you shall face attempted murder charges says President Museveni #COVID19UG #STAYSAFEUG",2020-04-08 18:18:10+00:00,#COVID19UG #STAYSAFEUG,https://twitter.com/CampusSight/status/1247951888001220608
167,Jane Ruth Aceng: We as well appeal for support from communities so that we identify the infections and remove them from the community. We are talking about life and death. #NBSUpdates #COVID19UG #StaySafeUG,2020-04-08 18:17:39+00:00,#NBSUpdates #COVID19UG #StaySafeUG,https://twitter.com/nbstv/status/1247951759361937411
168,".@JaneRuth_Aceng: With effect from tomorrow, we shall be taking samples from cargo people entering the country. We are aware of the rising number of infections from surrounding countries. We want to avoid importing new cases in our communities. #NBSUpdates #COVID19UG #StaySafeUG",2020-04-08 18:17:13+00:00,#NBSUpdates #COVID19UG #StaySafeUG,https://twitter.com/nbstv/status/1247951650297348096
169,"The way #Ugandans no how to find alternatives to guidelines, don't be surprised when those with pickups put sacks filled with soil just to beat security. #COVID19UG",2020-04-08 18:16:59+00:00,#Ugandans #COVID19UG,https://twitter.com/RugayampunziA/status/1247951590151110656
170,"@KagutaMuseveni ""Out of the 53 people ,9 were from the airport,31 were from the quarantine and the 13 were contacts of the infected"" #COVID19 #COVID19UG #STAYSAFEUG @bbstvug @namyalogladys",2020-04-08 18:16:30+00:00,#COVID19 #COVID19UG #STAYSAFEUG,https://twitter.com/joekyabby1/status/1247951467857817608
171,Dr @JaneRuth_Aceng ; The community is our support system. #COVID19UG #StayHomeSaveLives,2020-04-08 18:15:31+00:00,#COVID19UG #StayHomeSaveLives,https://twitter.com/noelaUg1/status/1247951220226117632
172,"President Museveni: When the IGP checked the CCTV center, he saw a lot of Pickup trucks and Double Cabins that were carrying nothing. These cargo vehicles should not carry civilians. If we get you, you shall face attempted murder charges. #NBSUpdates #COVID19UG #StaySafeUG",2020-04-08 18:12:41+00:00,#NBSUpdates #COVID19UG #StaySafeUG,https://twitter.com/nbstv/status/1247950506242252800
173,"no boda deliveries after 2pm, no exercise in public, no pickup trucks or double-cabin trucks allowed without cargo #COVID19UG",2020-04-08 18:12:24+00:00,#COVID19UG,https://twitter.com/OkelloGideon6/status/1247950438068113408
174,"There was a man who was told the house is on fire he said, prepare for me the bed and I sleep. People should stop talking a language of normalcy in the conditions of abnormality. @KagutaMuseveni #M7Address #STAYSAFEUG #StaySafeStayHome #COVID19UG ",2020-04-08 18:12:12+00:00,#M7Address #STAYSAFEUG #StaySafeStayHome #COVID19UG,https://twitter.com/AsantejnrRuhima/status/1247950385354022913
175,"House Parties and or home bars are also banned. Any host caught doing so, will be charged with attempted murder! #COVID19UG #M7Address",2020-04-08 18:11:49+00:00,#COVID19UG #M7Address,https://twitter.com/AmakoAsega/status/1247950288775938056
176,"“We exempted the pick ups and double cabins in order to carry cargo. So if they are not carrying cargo,they should not be allowed.”- @KagutaMuseveni #Uganda #Museveni #COVID19UG ",2020-04-08 18:10:50+00:00,#Uganda #Museveni #COVID19UG,https://twitter.com/BwahaDenise/status/1247950043841208322
177,"President Museveni: People should stop talking about the language of normalcy in situations of ab-normalcy. In Africa we are not fighting the disease, we are fighting social indiscipline. Let us endure for some days. #NBSUpdates #COVID19UG #StaySafeUG",2020-04-08 18:09:15+00:00,#NBSUpdates #COVID19UG #StaySafeUG,https://twitter.com/nbstv/status/1247949643868225536
178,"In Africa we are not fighting the disease, we are fighting social discipline. #president M7 #COVID19UG",2020-04-08 18:08:36+00:00,#president #COVID19UG,https://twitter.com/sjaroberts256/status/1247949479761805312
179,I am permitting boda bodas to operate between 7AM till 2PM. I don't want to see them on the road after that - says @KagutaMuseveni #COVID19UG #lockdown,2020-04-08 18:07:31+00:00,#COVID19UG #lockdown,https://twitter.com/NinsiimaRacheal/status/1247949207039811584
180,@KagutaMuseveni “Stop talking the language of normalcy in a period of abnormalcy” #COVID19UG,2020-04-08 18:07:07+00:00,#COVID19UG,https://twitter.com/rachealmire/status/1247949106875707400
181,"Here in Africa, especially in Uganda, we aren’t fighting the pandemic, we’re fighting against Social indiscipline, and that’s how we’re going to finish it off. #M7Address #COVID19UG ",2020-04-08 18:07:05+00:00,#M7Address #COVID19UG,https://twitter.com/AmakoAsega/status/1247949097874722825
182,"I cut u off ,""western Uganda "" I cut u off in 1985 how is this relevant #COVID19UG",2020-04-08 18:06:08+00:00,#COVID19UG,https://twitter.com/KisaEd/status/1247948857666932738
183,"#COVID19 #COVID19UG Update #M7Address #NTVNews #NakaseroStateHouse His excellence YK #Museveni #quote ""Here in #Africa, we are fighting social indiscipline and not the disease.""",2020-04-08 18:05:28+00:00,#COVID19 #COVID19UG #M7Address #NTVNews #NakaseroStateHouse #Museveni #quote #Africa,https://twitter.com/NansinguzaJ/status/1247948690465136640
184,"M7: about universities requesting for examination exemption quotes a runyankore proverb ""ekifu kyamutima bakamugira ngu enju yasya ati munyarire mbyame."" People should stop using a 'normalcy' language in a period of 'abnormalcy'. @KagutaMuseveni #presidentialaddress #COVID19UG",2020-04-08 18:05:11+00:00,#presidentialaddress #COVID19UG,https://twitter.com/noelaUg1/status/1247948619245858818
185,Live: H.E @KagutaMuseveni says Ugandan factories will be producing more masks and sanitisers in the war on #COVID19UG #ChimpReportsNews #M7Address #COVID19 #StaySafe #StayHome,2020-04-08 18:04:54+00:00,#COVID19UG #ChimpReportsNews #M7Address #COVID19 #StaySafe #StayHome #StayHome,https://twitter.com/ChimpReports/status/1247948547045163009
186,On the issue of some people setting examinations in this period. “This is not understanding the situation. So please people should stop talking language of normalcy in a situation of abnormalcy.”- @KagutaMuseveni #Uganda #Museveni #COVID19UG ,2020-04-08 18:04:43+00:00,#Uganda #Museveni #COVID19UG,https://twitter.com/BwahaDenise/status/1247948502350680066
187,"""In Africa, we are not fighting #COVID19, but social indiscipline..."" says President @KagutaMuseveni during his address #COVID19UG #lockdownug #STAYSAFEUG",2020-04-08 18:04:38+00:00,#COVID19 #COVID19UG #lockdownug #STAYSAFEUG,https://twitter.com/ikyomuhendo/status/1247948482620592131
188,"@KagutaMuseveni ""Here in Africa we are not fighting the disease..we are fighting the sturrbonness of the people"" #COVID19 #COVID19UG #STAYSAFEUG @bbstvug @namyalogladys",2020-04-08 18:03:40+00:00,#COVID19 #COVID19UG #STAYSAFEUG,https://twitter.com/joekyabby1/status/1247948237333581825
189,people should stop talking language of normalcy in situations of ab-normalcy #M7Address #COVID19UG,2020-04-08 18:03:23+00:00,#M7Address #COVID19UG,https://twitter.com/gabrielokia1/status/1247948168983130112
190,We are fighting with social indiscipline in Africa. #COVID19UG,2020-04-08 18:03:17+00:00,#COVID19UG,https://twitter.com/ShakiraNiyonku2/status/1247948143351795716
191,"""You can not get bored in the grave."" Says @KagutaMuseveni Very true But let's talk about #MaternalHealth #SRHR #GBV . #Covid19ug #StayHome #Covid19",2020-04-08 18:02:22+00:00,#MaternalHealth #SRHR #GBV #Covid19ug #StayHome #StayHome #Covid19,https://twitter.com/SimmaArts/status/1247947912660819973
192,"""This shut down is for a limited period, it will be over and you charge your money,” says President @KagutaMuseveni. @MinofHealthUG @PoliceUg @Parliament_Ug @JuliusMukunda #M7Address #COVID19UG #STAYSAFEUG",2020-04-08 18:01:50+00:00,#M7Address #COVID19UG #STAYSAFEUG,https://twitter.com/CSBAGUGANDA/status/1247947776702496771
193,"“Our factories are gearing up to produce these masks; Nytil, Mulwanya(Nice house of plastics..”- @KagutaMuseveni #Uganda #COVID19UG #Museveni",2020-04-08 18:00:24+00:00,#Uganda #COVID19UG #Museveni,https://twitter.com/BwahaDenise/status/1247947416076247044
194,"#Ugandan #lawyers... can you assist us with president's legal/ constitutional basis of ""attempted murder"" case citation, in the above context? #COVID19UG #COVIDー19 and legal implications!",2020-04-08 17:59:56+00:00,#Ugandan #lawyers #COVID19UG #COVID,https://twitter.com/NansinguzaJ/status/1247947300628037632
195,M7: Uganda is very prepared. The country has a testing centre which is the biggest element of preparedness. He makes refence to the EBOLA outbreak in 2001 which required the country to send samples to Atlanta for testing. #COVID19UG #presidentialaddress,2020-04-08 17:59:32+00:00,#COVID19UG #presidentialaddress,https://twitter.com/noelaUg1/status/1247947196634406913
196,President Museveni: Police should arrest politicians trying to distribute food and charge them with murder. They are trying to undermine our health efforts. A leader who does not see is an enemy of Uganda. #COVID19UG #StaySafeUG,2020-04-08 17:58:44+00:00,#COVID19UG #StaySafeUG,https://twitter.com/CampusSight/status/1247946995110641666
197,"President Museveni reacts to the viral video that capture people jogging: There should be no jogging, do exercises in your home. #NBSUpdates #COVID19UG #StaySafeUG",2020-04-08 17:58:25+00:00,#NBSUpdates #COVID19UG #StaySafeUG,https://twitter.com/nbstv/status/1247946918480826373
198,"@KagutaMuseveni ""Uganda is quite prepared,it's just a matter of Skilling up. On the issue of masks,we are bringing in 1m surgical masks and 50k N-95"" #COVID19 #COVID19UG #STAYSAFEUG @bbstvug @namyalogladys",2020-04-08 17:57:47+00:00,#COVID19 #COVID19UG #STAYSAFEUG,https://twitter.com/joekyabby1/status/1247946756253499393
199,President Museveni: Landlords trying to evict people because of rent during these times should not be allowed. They are trying to profit from a world crisis. This shut down is for a limited period. You can demand your money whenl this is over. #NBSUpdates #COVID19UG #StaySafeUG,2020-04-08 17:57:01+00:00,#NBSUpdates #COVID19UG #StaySafeUG,https://twitter.com/nbstv/status/1247946565450375170
200,Landlords shouldn’t evict people because of rent “they are trying to excurcubate a health crisis” - M7 #COVID19UG,2020-04-08 17:56:29+00:00,#COVID19UG,https://twitter.com/dtegule/status/1247946429781413892
201,"President Museveni: No boda boda should be seen carrying a passenger, not even your one baby. They only carry cargo especially the one of to door to door delivery. By 2:00 pm, they should stop operating. #COVID19UG #StaySafeUG",2020-04-08 17:56:11+00:00,#COVID19UG #StaySafeUG,https://twitter.com/CampusSight/status/1247946357291339780
202,President Museveni: Police should arrest politicians trying to distribute food and charge them with murder. They are trying to undermine our health efforts. A leader who does not see is an enemy of Uganda. #NBSUpdates #COVID19UG #StaySafeUG,2020-04-08 17:55:49+00:00,#NBSUpdates #COVID19UG #StaySafeUG,https://twitter.com/nbstv/status/1247946264135729153
203,"@KagutaMuseveni ""Those who came through land borders we dont know but the villagers are vigilant and reporting new people in the villages. Thats why we should not rush to celebrate "" #COVID19 #COVID19UG #STAYSAFEUG @bbstvug @namyalogladys",2020-04-08 17:55:27+00:00,#COVID19 #COVID19UG #STAYSAFEUG,https://twitter.com/joekyabby1/status/1247946172704215040
204,Finally ka-RENT akoogedeko. ‍ ‍ #COVID19UG,2020-04-08 17:54:39+00:00,#COVID19UG,https://twitter.com/Omushomesa/status/1247945967912939520
205,President Museveni: Security people are in trouble because I no longer have to depend on them. I have cameras everywhere and they do not know that. #NBSUpdates #COVID19UG #StaySafeUG,2020-04-08 17:54:38+00:00,#NBSUpdates #COVID19UG #StaySafeUG,https://twitter.com/nbstv/status/1247945967128719361
206,M7: landlords who are trying to evict people because of rent are trying to exacerbate a world cridis. This shut down is for a limited period & it will be over. #presidentialaddress #COVID19UG,2020-04-08 17:54:30+00:00,#presidentialaddress #COVID19UG,https://twitter.com/noelaUg1/status/1247945933523992578
207,Attempted murder is to #COVID19UG as ROBB was to the 90s. Medicine for everything.,2020-04-08 17:54:11+00:00,#COVID19UG,https://twitter.com/MadMudokolo/status/1247945853425397763
208,"@KagutaMuseveni ""Landlords should not evict tenants over non payment..it is not right"" #COVID19 #COVID19UG #STAYSAFEUG @bbstvug @namyalogladys",2020-04-08 17:54:11+00:00,#COVID19 #COVID19UG #STAYSAFEUG,https://twitter.com/joekyabby1/status/1247945851424714759
209,We real need a Button on this Joel’s speeches. #COVID19UG,2020-04-08 17:53:55+00:00,#COVID19UG,https://twitter.com/tgambu1/status/1247945785293094912
210,Landlords are trying to exacerbate a health crisis by evicting people from houses. #M7Address #COVID19UG,2020-04-08 17:53:47+00:00,#M7Address #COVID19UG,https://twitter.com/gabrielokia1/status/1247945749779951621
211,“No boda bodas should be seen on the road past 2:00pm.”-@KagutaMuseveni #Uganda #M7Address #COVID19UG ,2020-04-08 17:53:46+00:00,#Uganda #M7Address #COVID19UG,https://twitter.com/BwahaDenise/status/1247945745510150144
212,"@KagutaMuseveni ""I will instruct the police to arrest the politicians who are distributing food and charge them with attempted murder"" #COVID19 #COVID19UG #STAYSAFEUG @bbstvug @namyalogladys",2020-04-08 17:52:47+00:00,#COVID19 #COVID19UG #STAYSAFEUG,https://twitter.com/joekyabby1/status/1247945497802932224
213,"President Museveni: No boda boda should be seen carrying a passenger, not even your one baby. They only carry cargo especially the one of to door to door delivery. By 2:00 pm, they should stop operating. #NBSUpdates #COVID19UG #StaySafeUG",2020-04-08 17:52:28+00:00,#NBSUpdates #COVID19UG #StaySafeUG,https://twitter.com/nbstv/status/1247945418933182465
214,Museveni to the security officials: “Handle the issues firmly but legally.” #COVID19UG #M7Address #Uganda,2020-04-08 17:51:25+00:00,#COVID19UG #M7Address #Uganda,https://twitter.com/BwahaDenise/status/1247945154394275847
215,“This is a health emergency regulation. Anybody violating these guidelines is attempting murder.”- @KagutaMuseveni #M7Address #Uganda #COVID19UG ,2020-04-08 17:50:58+00:00,#M7Address #Uganda #COVID19UG,https://twitter.com/BwahaDenise/status/1247945040623800321
216,But where is @OkothOchola1? I just miss him #COVID19UG #M7Address,2020-04-08 17:49:45+00:00,#COVID19UG #M7Address,https://twitter.com/MrKabugo/status/1247944735316234243
217,No boda Bodas allowed on the road after 2pm #COVID19UG,2020-04-08 17:48:59+00:00,#COVID19UG,https://twitter.com/Zahranamuli/status/1247944543015702531
218,No Boda bodas after 2pm what's that about #COVID19UG,2020-04-08 17:48:44+00:00,#COVID19UG,https://twitter.com/KisaEd/status/1247944480847728641
219,"@KagutaMuseveni ""No boda boda should be seen carrying a passenger even if it's your child.They should carry goods only and should stop by 2pm"" #COVID19 #COVID19UG #STAYSAFEUG @bbstvug @namyalogladys",2020-04-08 17:47:39+00:00,#COVID19 #COVID19UG #STAYSAFEUG,https://twitter.com/joekyabby1/status/1247944209509896193
220,I have heard about those who go to exercise in public. Exercise indoors. Exercising in public has been suspended. I'm promises to record a video of how he exercises in his house and share it with the country as an example. #M7Address #COVID19UG,2020-04-08 17:46:35+00:00,#M7Address #COVID19UG,https://twitter.com/Ykagutamuseveni/status/1247943941363847170
221,M7; This is a health emergency the violation of whose regulations results into an attempted murder charge. #COVID19UG #presidentialaddress,2020-04-08 17:45:47+00:00,#COVID19UG #presidentialaddress,https://twitter.com/noelaUg1/status/1247943737700950016
222,"@KagutaMuseveni ""Handle issues firmly but legally. You give our forces a bad image"" #COVID19 #COVID19UG #STAYSAFEUG @bbstvug @namyalogladys",2020-04-08 17:45:22+00:00,#COVID19 #COVID19UG #STAYSAFEUG,https://twitter.com/joekyabby1/status/1247943632537227265
223,"President Museveni: I am having issues with indisciplined security people. Beating people is not part of security work. If you tell them to go home and they refuse, arrest them. Do not beat them. #NBSUpdates #COVID19UG #StaySafeUG",2020-04-08 17:44:51+00:00,#NBSUpdates #COVID19UG #StaySafeUG,https://twitter.com/nbstv/status/1247943504048926721
224,President Museveni: I have heard about those who go to exercise in public. Exercise indoors. Exercising in public has been suspended. Museveni promises to record a video of how he exercises in his house and share it with the country as an example. #NBSUpdates #COVID19UG ,2020-04-08 17:44:42+00:00,#NBSUpdates #COVID19UG,https://twitter.com/nbstv/status/1247943464681078786
225,"""I have a problem with my security people who are beating people. I don't why they are beating people."" - Museveni feigning ignorance of the reasons why ""his security people"" beat Ugandans. #COVID19UG #StayHomeSaveLives",2020-04-08 17:44:39+00:00,#COVID19UG #StayHomeSaveLives,https://twitter.com/iamgidudu/status/1247943451561193472
226,Exercise from ur room #COVID19UG,2020-04-08 17:44:06+00:00,#COVID19UG,https://twitter.com/KisaEd/status/1247943316370591744
227,"I dont want to hear about a security person beating people. Arrest them, dont beat. #M7Address #COVID19UG #StaySafeUG #Tonsebelela",2020-04-08 17:43:52+00:00,#M7Address #COVID19UG #StaySafeUG #Tonsebelela,https://twitter.com/MadMudokolo/status/1247943255842578434
228,"President Museveni: People should stop playing with this fire and talking nonsense. People saying they are bored, you could have something more radical like being in the grave where you do not even get bored. #NBSUpdates #COVID19UG #StaySafeUG",2020-04-08 17:43:10+00:00,#NBSUpdates #COVID19UG #StaySafeUG,https://twitter.com/nbstv/status/1247943081200148480
229,M7; Beating people is not part of security work. Even cows we dont beat them these days. #COVID19UG #presidentialaddress,2020-04-08 17:42:41+00:00,#COVID19UG #presidentialaddress,https://twitter.com/noelaUg1/status/1247942957401083904
230,"@KagutaMuseveni ""I do now want to hear my security people beating people."" #COVID19 #COVID19UG #STAYSAFEUG @bbstvug @namyalogladys",2020-04-08 17:42:33+00:00,#COVID19 #COVID19UG #STAYSAFEUG,https://twitter.com/joekyabby1/status/1247942923641139202
231,“There should be no exercising in the public. Exercise in your compound. Exercise in your room. Tomorrow I will show you a video of how I exercise in the room.”- @KagutaMuseveni #Uganda #M7Address #COVID19UG ,2020-04-08 17:42:15+00:00,#Uganda #M7Address #COVID19UG,https://twitter.com/BwahaDenise/status/1247942847174717441
232,"President Museveni: However, some act and play with fire. This disease is very dangerous especially for people with other diseases like HIV, blood pressure. #NBSUpdates #COVID19UG #StaySafeUG",2020-04-08 17:42:12+00:00,#NBSUpdates #COVID19UG #StaySafeUG,https://twitter.com/nbstv/status/1247942838144454659
233,"No Exercising in Public, Tomorrow i will show you a video of how to exercise in your room. #M7Address #COVID19UG",2020-04-08 17:41:57+00:00,#M7Address #COVID19UG,https://twitter.com/MadMudokolo/status/1247942773833117701
234,"@KagutaMuseveni ""Excercise in your compound,excercise in your room."" #COVID19 #COVID19UG #STAYSAFEUG @bbstvug @namyalogladys",2020-04-08 17:41:55+00:00,#COVID19 #COVID19UG #STAYSAFEUG,https://twitter.com/joekyabby1/status/1247942765381668866
235,"President Museveni: I want to thank Ugandans for responding well and acting in time. If we had not, I do not know where we would have been right now. #NBSUpdates #COVID19UG #StaySafeUG",2020-04-08 17:41:50+00:00,#NBSUpdates #COVID19UG #StaySafeUG,https://twitter.com/nbstv/status/1247942744892420096
236,President @KagutaMuseveni bans exercising in Public. #COVID19UG @SamsonKasumba @CanaryMugume exercise in your rooms,2020-04-08 17:41:44+00:00,#COVID19UG,https://twitter.com/Zahranamuli/status/1247942719579840513
237,President Museveni; You must be disciplined! You MUST stop this carefree lifestyle! #COVID19UG,2020-04-08 17:41:31+00:00,#COVID19UG,https://twitter.com/noelaUg1/status/1247942663812403201
238,When you LDUs see you jogging tomorrow #COVID19UG ,2020-04-08 17:41:17+00:00,#COVID19UG,https://twitter.com/OtimDriaxEria/status/1247942605989691393
239,"@KagutaMuseveni ""There should be no excersicing in public"" #COVID19 #COVID19UG #STAYSAFEUG @bbstvug @namyalogladys",2020-04-08 17:40:40+00:00,#COVID19 #COVID19UG #STAYSAFEUG,https://twitter.com/joekyabby1/status/1247942450389356546
240,“I saw a video of a huge number of people at the Northern bypass exercising. Please exercise from your homes.”- @KagutaMuseveni #M7Address #Uganda #COVID19UG ,2020-04-08 17:40:30+00:00,#M7Address #Uganda #COVID19UG,https://twitter.com/BwahaDenise/status/1247942408484139009
241,Tomorrow uncle Joel said is going to make us a video on how to exercise #COVID19UG,2020-04-08 17:39:58+00:00,#COVID19UG,https://twitter.com/OtimDriaxEria/status/1247942274400559108
242,"""You are bored. You could have something more radical happen to you. You could be in the grave."" - Museveni just before he talks about joggers #COVID19UG #StayHomeSaveLives",2020-04-08 17:39:34+00:00,#COVID19UG #StayHomeSaveLives,https://twitter.com/iamgidudu/status/1247942173296857089
243,"@KagutaMuseveni ""If u want to excercise you can excercise indoors,but tomorrow I will make a video for you to show you how you can excercise indoors"" #COVID19 #COVID19UG #STAYSAFEUG @bbstvug @namyalogladys",2020-04-08 17:39:17+00:00,#COVID19 #COVID19UG #STAYSAFEUG,https://twitter.com/joekyabby1/status/1247942103516184577
244,This should curb the culprits really. Asante @RuhakanaR #COVID19UG ,2020-04-08 17:38:13+00:00,#COVID19UG,https://twitter.com/IvanPinno/status/1247941832048349187
245,"@KagutaMuseveni ""That nosense of we are bored,the businesses,the money...it is all rubbish,the issue is the matter of life and death on a big scale"" #COVID19 #COVID19UG #STAYSAFEUG @bbstvug @namyalogladys",2020-04-08 17:38:04+00:00,#COVID19 #COVID19UG #STAYSAFEUG,https://twitter.com/joekyabby1/status/1247941794152710144
246,We are Hiring Soon. Follow us for updates @nbstv @ntvuganda @newsUMA @GovUganda @PyeparFaisal #STAYSAFEUG #COVID19UG ,2020-04-08 17:37:56+00:00,#STAYSAFEUG #COVID19UG,https://twitter.com/MerchandiseUga/status/1247941764297736192
247,“I want to thank Ugandans for adhering to the guidelines. There are however some actors that are playing with fire.”- @KagutaMuseveni #M7Address #Uganda #COVID19UG ,2020-04-08 17:37:27+00:00,#M7Address #Uganda #COVID19UG,https://twitter.com/BwahaDenise/status/1247941639399751680
248,Let's all agree uncle Joel is not going to talk about Rent #COVID19UG,2020-04-08 17:37:20+00:00,#COVID19UG,https://twitter.com/OtimDriaxEria/status/1247941610316365826
249,"Breaking: President Museveni: 214 were tested today, only one was positive. We now have 53 cases. #COVID19UG",2020-04-08 17:36:44+00:00,#COVID19UG,https://twitter.com/CampusSight/status/1247941459187286016
250,"@KagutaMuseveni ""There are however some people who are playing with fire"" #COVID19 #COVID19UG #STAYSAFEUG @bbstvug @namyalogladys",2020-04-08 17:36:38+00:00,#COVID19 #COVID19UG #STAYSAFEUG,https://twitter.com/joekyabby1/status/1247941435229376513
251,"@KagutaMuseveni ""In that time,about 18000 people went through the airport and we are tracing them. I however want to thank Ugandans for responding well and for behaving and listening to the guidelines"" #COVID19 #COVID19UG #STAYSAFEUG @bbstvug @namyalogladys",2020-04-08 17:36:03+00:00,#COVID19 #COVID19UG #STAYSAFEUG,https://twitter.com/joekyabby1/status/1247941289695379456
252,"Live: @KagutaMuseveni : About 3,600 were tested but only 53 turned out positive. #M7Address #COVID19 #COVID19UG ",2020-04-08 17:35:30+00:00,#M7Address #COVID19 #COVID19UG,https://twitter.com/ChimpReports/status/1247941149727379457
253,#COVID19UG Total number of cases is 53 Cases. Only one tested postive today. Those being tested are those that were stopped at Entebbe. Those that travelled to the village were traced and were returned for Proper Checking. @nbstv,2020-04-08 17:35:24+00:00,#COVID19UG,https://twitter.com/IsabellaTugume/status/1247941124347645955
254,#COVID19UG Update: One case has tested positive for COVID-19 bringing the total to 53. #NTVNews @ntvuganda,2020-04-08 17:34:28+00:00,#COVID19UG #NTVNews,https://twitter.com/MwesigyeWalter/status/1247940888287948800
255,"Cross-contamination, your mobile phone is the common vector #COVID19UG #StayHome",2020-04-08 17:33:27+00:00,#COVID19UG #StayHome #StayHome,https://twitter.com/JBahabwa/status/1247940634805231616
256,Only one person has tested positive to #COVID19UG today! Total number of confirmed cases now at 53 according to @KagutaMuseveni,2020-04-08 17:33:13+00:00,#COVID19UG,https://twitter.com/NabaasaInnocent/status/1247940574906376193
257,"53 cases out of 3,600. God keep guarding us! #COVID19UG",2020-04-08 17:33:13+00:00,#COVID19UG,https://twitter.com/ShakiraNiyonku2/status/1247940574172381184
258,"@KagutaMuseveni ""Today 214 persons have been tested, 1 person was positive bringing the total to 53 positive cases out of about 3600 persons"" #COVID19 #COVID19UG #STAYSAFEUG @bbstvug @namyalogladys",2020-04-08 17:32:47+00:00,#COVID19 #COVID19UG #STAYSAFEUG,https://twitter.com/joekyabby1/status/1247940466483625984
259,214 were tested only 1 was positive #COVID19UG,2020-04-08 17:32:43+00:00,#COVID19UG,https://twitter.com/OtimDriaxEria/status/1247940449505095687
260,"The issue now is a matter of life and death. Not a normal life where people arrange weddings and social issues. On a large scale, we are talking about life and death as you have seen in other countries. #M7Address #COVID19UG ",2020-04-08 17:32:23+00:00,#M7Address #COVID19UG,https://twitter.com/Ykagutamuseveni/status/1247940366797606924
261,“We are talking about life and death issue here not inconveniences”- @KagutaMuseveni #M7Address #Uganda #COVID19UG ,2020-04-08 17:31:40+00:00,#M7Address #Uganda #COVID19UG,https://twitter.com/BwahaDenise/status/1247940184886456322
